ID,Name,SymbolId,StyleFile,Category,GeometryType,GeometryConversionType,Tags
SHAPMHUL--,Rotary Wing Utility Light H,SHAPMHUL-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Light; Equipment; Hostile; Shapmhul-------
SNAPMHUL--,Rotary Wing Utility Light N,SNAPMHUL-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Light; Equipment; Neutral; Snapmhul-------
SUAPMHUL--,Rotary Wing Utility Light U,SUAPMHUL-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Light; Equipment; Unknown; Suapmhul-------
SFAPMHUM--,Rotary Wing Utility Medium F,SFAPMHUM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Medium; Equipment; Friendly; Sfapmhum-------
SHAPMHUM--,Rotary Wing Utility Medium H,SHAPMHUM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Medium; Equipment; Hostile; Shapmhum-------
SNAPMHUM--,Rotary Wing Utility Medium N,SNAPMHUM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Medium; Equipment; Neutral; Snapmhum-------
SUAPMHUM--,Rotary Wing Utility Medium U,SUAPMHUM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Medium; Equipment; Unknown; Suapmhum-------
SFAPWMU---,Subsurface-to-surface Missile (S/SSM) F,SFAPWMU--------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Subsurface-to-surface Missile (S/SSM); Equipment; Friendly; Sfapwmu--------
SHAPWMU---,Subsurface-to-surface Missile (S/SSM) H,SHAPWMU--------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Subsurface-to-surface Missile (S/SSM); Equipment; Hostile; Shapwmu--------
SNAPWMU---,Subsurface-to-surface Missile (S/SSM) N,SNAPWMU--------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Subsurface-to-surface Missile (S/SSM); Equipment; Neutral; Snapwmu--------
SUAPWMU---,Subsurface-to-surface Missile (S/SSM) U,SUAPWMU--------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Subsurface-to-surface Missile (S/SSM); Equipment; Unknown; Suapwmu--------
SFAPWMS---,Surface Launched Missile F,SFAPWMS--------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface/Land Launched Missile; Equipment; Friendly; Sfapwms--------
SHAPWMS---,Surface Launched Missile H,SHAPWMS--------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface/Land Launched Missile; Equipment; Hostile; Shapwms--------
SNAPWMS---,Surface Launched Missile N,SNAPWMS--------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface/Land Launched Missile; Equipment; Neutral; Snapwms--------
SUAPWMS---,Surface Launched Missile U,SUAPWMS--------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface/Land Launched Missile; Equipment; Unknown; Suapwms--------
SFAPWMSA--,Surface-to-air Missile (SAM) F,SFAPWMSA-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-air Missile (SAM); Equipment; Friendly; Sfapwmsa-------
SHAPWMSA--,Surface-to-air Missile (SAM) H,SHAPWMSA-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-air Missile (SAM); Equipment; Hostile; Shapwmsa-------
SNAPWMSA--,Surface-to-air Missile (SAM) N,SNAPWMSA-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-air Missile (SAM); Equipment; Neutral; Snapwmsa-------
SUAPWMSA--,Surface-to-air Missile (SAM) U,SUAPWMSA-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-air Missile (SAM); Equipment; Unknown; Suapwmsa-------
SFAPWMSU--,Surface-to-subsurface Missile F,SFAPWMSU-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-subsurface Missile; Equipment; Friendly; Sfapwmsu-------
SHAPWMSU--,Surface-to-subsurface Missile H,SHAPWMSU-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-subsurface Missile; Equipment; Hostile; Shapwmsu-------
SNAPWMSU--,Surface-to-subsurface Missile N,SNAPWMSU-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-subsurface Missile; Equipment; Neutral; Snapwmsu-------
SUAPWMSU--,Surface-to-subsurface Missile U,SUAPWMSU-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-subsurface Missile; Equipment; Unknown; Suapwmsu-------
SFAPWMSS--,Surface-to-surface Missile (SSM) F,SFAPWMSS-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-surface Missile (ssm); Equipment; Friendly; Sfapwmss-------
SHAPWMSS--,Surface-to-surface Missile (SSM) H,SHAPWMSS-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-surface Missile (ssm); Equipment; Hostile; Shapwmss-------
SNAPWMSS--,Surface-to-surface Missile (SSM) N,SNAPWMSS-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-surface Missile (ssm); Equipment; Neutral; Snapwmss-------
SUAPWMSS--,Surface-to-surface Missile (SSM) U,SUAPWMSS-------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Surface Launched Missile; Surface-to-surface Missile (ssm); Equipment; Unknown; Suapwmss-------
SFAPMV----,VIP F,SFAPMV---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Vip; Equipment; Friendly; Sfapmv---------
SHAPMV----,VIP H,SHAPMV---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Vip; Equipment; Hostile; Shapmv---------
SNAPMV----,VIP N,SNAPMV---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Vip; Equipment; Neutral; Snapmv---------
SUAPMV----,VIP U,SUAPMV---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Vip; Equipment; Unknown; Suapmv---------
SFAPW-----,Weapon F,SFAPW----------,C2 UEI Air Track.style,Air Track,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Equipment; Friendly; Sfapw----------
SHAPW-----,Weapon H,SHAPW----------,C2 UEI Air Track.style,Air Track,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Equipment; Hostile; Shapw----------
SNAPW-----,Weapon N,SNAPW----------,C2 UEI Air Track.style,Air Track,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Equipment; Neutral; Snapw----------
SUAPW-----,Weapon U,SUAPW----------,C2 UEI Air Track.style,Air Track,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Equipment; Unknown; Suapw----------
SFGPEWMA--,Air Defense (AD) F,SFGPEWMA-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Friendly; Sfgpewma-------
SHGPEWMA--,Air Defense (AD) H,SHGPEWMA-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Hostile; Shgpewma-------
SFGPEWMAI-,Air Defense (AD) Intermediate Range F,SFGPEWMAI------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Intermediate Range; Friendly; Sfgpewmai------
SHGPEWMAI-,Air Defense (AD) Intermediate Range H,SHGPEWMAI------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Intermediate Range; Hostile; Shgpewmai------
SNGPEWMAI-,Air Defense (AD) Intermediate Range N,SNGPEWMAI------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Intermediate Range; Neutral; Sngpewmai------
SUGPEWMAI-,Air Defense (AD) Intermediate Range U,SUGPEWMAI------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Intermediate Range; Unknown; Sugpewmai------
SFGPEWMAL-,Air Defense (AD) Long Range F,SFGPEWMAL------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Long Range; Friendly; Sfgpewmal------
SHGPEWMAL-,Air Defense (AD) Long Range H,SHGPEWMAL------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Long Range; Hostile; Shgpewmal------
SNGPEWMAL-,Air Defense (AD) Long Range N,SNGPEWMAL------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Long Range; Neutral; Sngpewmal------
SUGPEWMAL-,Air Defense (AD) Long Range U,SUGPEWMAL------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Long Range; Unknown; Sugpewmal------
SNGPEWMA--,Air Defense (AD) N,SNGPEWMA-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Neutral; Sngpewma-------
SFGPEWMAS-,Air Defense (AD) Short Range F,SFGPEWMAS------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Short Range; Friendly; Sfgpewmas------
SHGPEWMAS-,Air Defense (AD) Short Range H,SHGPEWMAS------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Short Range; Hostile; Shgpewmas------
SNGPEWMAS-,Air Defense (AD) Short Range N,SNGPEWMAS------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Short Range; Neutral; Sngpewmas------
SUGPEWMAS-,Air Defense (AD) Short Range U,SUGPEWMAS------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Short Range; Unknown; Sugpewmas------
SFGPEWMAT-,Air Defense (AD) Theater F,SFGPEWMAT------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Theater; Friendly; Sfgpewmat------
SHGPEWMAT-,Air Defense (AD) Theater H,SHGPEWMAT------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Theater; Hostile; Shgpewmat------
SNGPEWMAT-,Air Defense (AD) Theater N,SNGPEWMAT------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Theater; Neutral; Sngpewmat------
SUGPEWMAT-,Air Defense (AD) Theater U,SUGPEWMAT------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Theater; Unknown; Sugpewmat------
SUGPEWMA--,Air Defense (AD) U,SUGPEWMA-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Air Defense (AD); Unknown; Sugpewma-------
SFGPEWA---,Air Defense Gun F,SFGPEWA--------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Friendly; Sfgpewa--------
SHGPEWA---,Air Defense Gun H,SHGPEWA--------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Hostile; Shgpewa--------
SFGPEWAH--,Air Defense Gun Heavy F,SFGPEWAH-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Heavy; Friendly; Sfgpewah-------
SHGPEWAH--,Air Defense Gun Heavy H,SHGPEWAH-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Heavy; Hostile; Shgpewah-------
SNGPEWAH--,Air Defense Gun Heavy N,SNGPEWAH-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Heavy; Neutral; Sngpewah-------
SUGPEWAH--,Air Defense Gun Heavy U,SUGPEWAH-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Heavy; Unknown; Sugpewah-------
SFGPEWAL--,Air Defense Gun Light F,SFGPEWAL-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Light; Friendly; Sfgpewal-------
SHGPEWAL--,Air Defense Gun Light H,SHGPEWAL-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Light; Hostile; Shgpewal-------
SNGPEWAL--,Air Defense Gun Light N,SNGPEWAL-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Light; Neutral; Sngpewal-------
SUGPEWAL--,Air Defense Gun Light U,SUGPEWAL-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Light; Unknown; Sugpewal-------
SFGPEWAM--,Air Defense Gun Medium F,SFGPEWAM-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Medium; Friendly; Sfgpewam-------
SHGPEWAM--,Air Defense Gun Medium H,SHGPEWAM-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Medium; Hostile; Shgpewam-------
SNGPEWAM--,Air Defense Gun Medium N,SNGPEWAM-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Medium; Neutral; Sngpewam-------
SUGPEWAM--,Air Defense Gun Medium U,SUGPEWAM-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Medium; Unknown; Sugpewam-------
SNGPEWA---,Air Defense Gun N,SNGPEWA--------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Neutral; Sngpewa--------
SUGPEWA---,Air Defense Gun U,SUGPEWA--------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Air Defense Gun; Unknown; Sugpewa--------
SFGPEVUAA-,Ambulance Armored F,SFGPEVUAA------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Ambulance; Armored; Friendly; Sfgpevuaa------
SHGPEVUAA-,Ambulance Armored H,SHGPEVUAA------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Ambulance; Armored; Hostile; Shgpevuaa------
SNGPEVUAA-,Ambulance Armored N,SNGPEVUAA------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Ambulance; Armored; Neutral; Sngpevuaa------
SUGPEVUAA-,Ambulance Armored U,SUGPEVUAA------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Ambulance; Armored; Unknown; Sugpevuaa------
SFGPEVUA--,Ambulance F,SFGPEVUA-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Ambulance; Friendly; Sfgpevua-------
SHGPEVUA--,Ambulance H,SHGPEVUA-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Ambulance; Hostile; Shgpevua-------
SNGPEVUA--,Ambulance N,SNGPEVUA-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Ambulance; Neutral; Sngpevua-------
SUGPEVUA--,Ambulance U,SUGPEVUA-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Ambulance; Unknown; Sugpevua-------
SMY,Amphibious,SMY,C2 UEI Ground Track Equipment.style,Equipment Modifiers,P,GCT_Point,Appendix A; Warfighting Symbols; Appendix G; Emergency Management; Mobility Modifier; Indicator; Amphibious; SMY
SFGPEWMT--,Antitank (AT) F,SFGPEWMT-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Antitank (AT); Friendly; Sfgpewmt-------
SHGPEWMT--,Antitank (AT) H,SHGPEWMT-------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Antitank (AT); Hostile; Shgpewmt-------
SFGPEWMTH-,Antitank (AT) Heavy F,SFGPEWMTH------,C2 UEI Ground Track Equipment.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Missile Launcher; Antitank (AT); Heavy; Friendly; Sfgpewmth------
