ID,Name,SymbolId,StyleFile,Category,GeometryType,GeometryConversionType,Tags
SUAPMFL---,Fixed Wing V STOL U,SUAPMFL--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; V Stol; Equipment; Unknown; Suapmfl--------
SFAPMFFI--,Interceptor F,SFAPMFFI-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Fighter; Interceptor; Equipment; Friendly; Sfapmffi-------
SHAPMFFI--,Interceptor H,SHAPMFFI-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Fighter; Interceptor; Equipment; Hostile; Shapmffi-------
SNAPMFFI--,Interceptor N,SNAPMFFI-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Fighter; Interceptor; Equipment; Neutral; Snapmffi-------
SUAPMFFI--,Interceptor U,SUAPMFFI-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Fighter; Interceptor; Equipment; Unknown; Suapmffi-------
SFAPMFO---,Medical Evacuation (medevac) F,SFAPMFO--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Medical Evacuation (medevac); Equipment; Friendly; Sfapmfo--------
SHAPMFO---,Medical Evacuation (medevac) H,SHAPMFO--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Medical Evacuation (medevac); Equipment; Hostile; Shapmfo--------
SNAPMFO---,Medical Evacuation (medevac) N,SNAPMFO--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Medical Evacuation (medevac); Equipment; Neutral; Snapmfo--------
SUAPMFO---,Medical Evacuation (medevac) U,SUAPMFO--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Medical Evacuation (medevac); Equipment; Unknown; Suapmfo--------
SFAPM-----,Military F,SFAPM----------,C2 UEI Air Track.style,Air Track,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Equipment; Friendly; Sfapm----------
SFAPMF----,Military Fixed Wing F,SFAPMF---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Equipment; Friendly; Sfapmf---------
SHAPMF----,Military Fixed Wing H,SHAPMF---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Equipment; Hostile; Shapmf---------
SNAPMF----,Military Fixed Wing N,SNAPMF---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Equipment; Neutral; Snapmf---------
SUAPMF----,Military Fixed Wing U,SUAPMF---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Equipment; Unknown; Suapmf---------
SFAPMFU---,Military Fixed Wing Utility F,SFAPMFU--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Utility; Equipment; Friendly; Sfapmfu--------
SHAPMFU---,Military Fixed Wing Utility H,SHAPMFU--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Utility; Equipment; Hostile; Shapmfu--------
SNAPMFU---,Military Fixed Wing Utility N,SNAPMFU--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Utility; Equipment; Neutral; Snapmfu--------
SUAPMFU---,Military Fixed Wing Utility U,SUAPMFU--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Utility; Equipment; Unknown; Suapmfu--------
SHAPM-----,Military H,SHAPM----------,C2 UEI Air Track.style,Air Track,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Equipment; Hostile; Shapm----------
SFAPML----,Military Lighter Than Air F,SFAPML---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Lighter Than Air; Equipment; Friendly; Sfapml---------
SHAPML----,Military Lighter Than Air H,SHAPML---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Lighter Than Air; Equipment; Hostile; Shapml---------
SNAPML----,Military Lighter Than Air N,SNAPML---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Lighter Than Air; Equipment; Neutral; Snapml---------
SUAPML----,Military Lighter Than Air U,SUAPML---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Lighter Than Air; Equipment; Unknown; Suapml---------
SNAPM-----,Military N,SNAPM----------,C2 UEI Air Track.style,Air Track,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Equipment; Neutral; Snapm----------
SFAPMHA---,Military Rotary Wing Attack F,SFAPMHA--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Attack; Equipment; Friendly; Sfapmha--------
SHAPMHA---,Military Rotary Wing Attack H,SHAPMHA--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Attack; Equipment; Hostile; Shapmha--------
SNAPMHA---,Military Rotary Wing Attack N,SNAPMHA--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Attack; Equipment; Neutral; Snapmha--------
SUAPMHA---,Military Rotary Wing Attack U,SUAPMHA--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Attack; Equipment; Unknown; Suapmha--------
SFAPMH----,Military Rotary Wing F,SFAPMH---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Equipment; Friendly; Sfapmh---------
SHAPMH----,Military Rotary Wing H,SHAPMH---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Equipment; Hostile; Shapmh---------
SFAPMHO---,Military Rotary Wing Medevac F,SFAPMHO--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Medevac; Equipment; Friendly; Sfapmho--------
SHAPMHO---,Military Rotary Wing Medevac H,SHAPMHO--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Medevac; Equipment; Hostile; Shapmho--------
SNAPMHO---,Military Rotary Wing Medevac N,SNAPMHO--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Medevac; Equipment; Neutral; Snapmho--------
SUAPMHO---,Military Rotary Wing Medevac U,SUAPMHO--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Medevac; Equipment; Unknown; Suapmho--------
SNAPMH----,Military Rotary Wing N,SNAPMH---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Equipment; Neutral; Snapmh---------
SUAPMH----,Military Rotary Wing U,SUAPMH---------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Equipment; Unknown; Suapmh---------
SFAPMHU---,Military Rotary Wing Utility F,SFAPMHU--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Equipment; Friendly; Sfapmhu--------
SHAPMHU---,Military Rotary Wing Utility H,SHAPMHU--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Equipment; Hostile; Shapmhu--------
SNAPMHU---,Military Rotary Wing Utility N,SNAPMHU--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Equipment; Neutral; Snapmhu--------
SUAPMHU---,Military Rotary Wing Utility U,SUAPMHU--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Equipment; Unknown; Suapmhu--------
SUAPM-----,Military U,SUAPM----------,C2 UEI Air Track.style,Air Track,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Equipment; Unknown; Suapm----------
SFAPWM----,Missile In Flight F,SFAPWM---------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Equipment; Friendly; Sfapwm---------
SHAPWM----,Missile In Flight H,SHAPWM---------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Equipment; Hostile; Shapwm---------
SNAPWM----,Missile In Flight N,SNAPWM---------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Equipment; Neutral; Snapwm---------
SUAPWM----,Missile In Flight U,SUAPWM---------,C2 UEI Air Track.style,Weapon,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Weapon; Missile In Flight; Equipment; Unknown; Suapwm---------
SFAPMFPN--,Patrol Antisurface Warfare (asuw) F,SFAPMFPN-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Patrol; Antisurface Warfare (asuw); Equipment; Friendly; Sfapmfpn-------
SHAPMFPN--,Patrol Antisurface Warfare (asuw) H,SHAPMFPN-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Patrol; Antisurface Warfare (asuw); Equipment; Hostile; Shapmfpn-------
SNAPMFPN--,Patrol Antisurface Warfare (asuw) N,SNAPMFPN-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Patrol; Antisurface Warfare (asuw); Equipment; Neutral; Snapmfpn-------
SUAPMFPN--,Patrol Antisurface Warfare (asuw) U,SUAPMFPN-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Patrol; Antisurface Warfare (asuw); Equipment; Unknown; Suapmfpn-------
SFAPMFPM--,Patrol Mine Countermeasures F,SFAPMFPM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Patrol; Mine Countermeasures; Equipment; Friendly; Sfapmfpm-------
SHAPMFPM--,Patrol Mine Countermeasures H,SHAPMFPM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Patrol; Mine Countermeasures; Equipment; Hostile; Shapmfpm-------
SNAPMFPM--,Patrol Mine Countermeasures N,SNAPMFPM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Patrol; Mine Countermeasures; Equipment; Neutral; Snapmfpm-------
SUAPMFPM--,Patrol Mine Countermeasures U,SUAPMFPM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Fixed Wing; Patrol; Mine Countermeasures; Equipment; Unknown; Suapmfpm-------
SFAPMHD---,Rotary Wing Airborne Command Post (c2) F,SFAPMHD--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Airborne Command Post (C2); Equipment; Friendly; Sfapmhd--------
SHAPMHD---,Rotary Wing Airborne Command Post (c2) H,SHAPMHD--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Airborne Command Post (C2); Equipment; Hostile; Shapmhd--------
SNAPMHD---,Rotary Wing Airborne Command Post (c2) N,SNAPMHD--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Airborne Command Post (C2); Equipment; Neutral; Snapmhd--------
SUAPMHD---,Rotary Wing Airborne Command Post (c2) U,SUAPMHD--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Airborne Command Post (C2); Equipment; Unknown; Suapmhd--------
SFAPMHS---,Rotary Wing Antisubmarine Warfare MPA F,SFAPMHS--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Antisubmarine Warfare Mpa; Equipment; Friendly; Sfapmhs--------
SHAPMHS---,Rotary Wing Antisubmarine Warfare MPA H,SHAPMHS--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Antisubmarine Warfare Mpa; Equipment; Hostile; Shapmhs--------
SNAPMHS---,Rotary Wing Antisubmarine Warfare MPA N,SNAPMHS--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Antisubmarine Warfare Mpa; Equipment; Neutral; Snapmhs--------
SUAPMHS---,Rotary Wing Antisubmarine Warfare MPA U,SUAPMHS--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Antisubmarine Warfare Mpa; Equipment; Unknown; Suapmhs--------
SFAPMHC---,Rotary Wing Cargo Airlift (transport) F,SFAPMHC--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Equipment; Friendly; Sfapmhc--------
SHAPMHC---,Rotary Wing Cargo Airlift (transport) H,SHAPMHC--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Equipment; Hostile; Shapmhc--------
SFAPMHCH--,Rotary Wing Cargo Airlift (transport) Heavy F,SFAPMHCH-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Heavy; Equipment; Friendly; Sfapmhch-------
SHAPMHCH--,Rotary Wing Cargo Airlift (transport) Heavy H,SHAPMHCH-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Heavy; Equipment; Hostile; Shapmhch-------
SNAPMHCH--,Rotary Wing Cargo Airlift (transport) Heavy N,SNAPMHCH-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Heavy; Equipment; Neutral; Snapmhch-------
SUAPMHCH--,Rotary Wing Cargo Airlift (transport) Heavy U,SUAPMHCH-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Heavy; Equipment; Unknown; Suapmhch-------
SFAPMHCL--,Rotary Wing Cargo Airlift (transport) Light F,SFAPMHCL-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Light; Equipment; Friendly; Sfapmhcl-------
SHAPMHCL--,Rotary Wing Cargo Airlift (transport) Light H,SHAPMHCL-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Light; Equipment; Hostile; Shapmhcl-------
SNAPMHCL--,Rotary Wing Cargo Airlift (transport) Light N,SNAPMHCL-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Light; Equipment; Neutral; Snapmhcl-------
SUAPMHCL--,Rotary Wing Cargo Airlift (transport) Light U,SUAPMHCL-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Light; Equipment; Unknown; Suapmhcl-------
SFAPMHCM--,Rotary Wing Cargo Airlift (transport) Medium F,SFAPMHCM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Medium; Equipment; Friendly; Sfapmhcm-------
SHAPMHCM--,Rotary Wing Cargo Airlift (transport) Medium H,SHAPMHCM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Medium; Equipment; Hostile; Shapmhcm-------
SNAPMHCM--,Rotary Wing Cargo Airlift (transport) Medium N,SNAPMHCM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Medium; Equipment; Neutral; Snapmhcm-------
SUAPMHCM--,Rotary Wing Cargo Airlift (transport) Medium U,SUAPMHCM-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Medium; Equipment; Unknown; Suapmhcm-------
SNAPMHC---,Rotary Wing Cargo Airlift (transport) N,SNAPMHC--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Equipment; Neutral; Snapmhc--------
SUAPMHC---,Rotary Wing Cargo Airlift (transport) U,SUAPMHC--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Cargo Airlift (transport); Equipment; Unknown; Suapmhc--------
SFAPMHH---,Rotary Wing Combat Search And Rescue (CSAR) F,SFAPMHH--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Combat Search And Rescue (CSAR); Equipment; Friendly; Sfapmhh--------
SHAPMHH---,Rotary Wing Combat Search And Rescue (CSAR) H,SHAPMHH--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Combat Search And Rescue (CSAR); Equipment; Hostile; Shapmhh--------
SNAPMHH---,Rotary Wing Combat Search And Rescue (CSAR) N,SNAPMHH--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Combat Search And Rescue (CSAR); Equipment; Neutral; Snapmhh--------
SUAPMHH---,Rotary Wing Combat Search And Rescue (CSAR) U,SUAPMHH--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Combat Search And Rescue (CSAR); Equipment; Unknown; Suapmhh--------
SFAPMHQ---,Rotary Wing Drone (RPV UA) F,SFAPMHQ--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Drone (RPV UA); Equipment; Friendly; Sfapmhq--------
SHAPMHQ---,Rotary Wing Drone (RPV UA) H,SHAPMHQ--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Drone (RPV UA); Equipment; Hostile; Shapmhq--------
SNAPMHQ---,Rotary Wing Drone (RPV UA) N,SNAPMHQ--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Drone (RPV UA); Equipment; Neutral; Snapmhq--------
SUAPMHQ---,Rotary Wing Drone (RPV UA) U,SUAPMHQ--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Drone (RPV UA); Equipment; Unknown; Suapmhq--------
SFAPMHJ---,Rotary Wing Electronic Countermeasures (ECM Jammer) F,SFAPMHJ--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Electronic Countermeasures (ECM Jammer); Equipment; Friendly; Sfapmhj--------
SHAPMHJ---,Rotary Wing Electronic Countermeasures (ECM Jammer) H,SHAPMHJ--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Electronic Countermeasures (ECM Jammer); Equipment; Hostile; Shapmhj--------
SNAPMHJ---,Rotary Wing Electronic Countermeasures (ECM Jammer) N,SNAPMHJ--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Electronic Countermeasures (ECM Jammer); Equipment; Neutral; Snapmhj--------
SUAPMHJ---,Rotary Wing Electronic Countermeasures (ECM Jammer) U,SUAPMHJ--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Electronic Countermeasures (ECM Jammer); Equipment; Unknown; Suapmhj--------
SFAPMHI---,Rotary Wing Mine Countermeasures F,SFAPMHI--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Mine Countermeasures; Equipment; Friendly; Sfapmhi--------
SHAPMHI---,Rotary Wing Mine Countermeasures H,SHAPMHI--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Mine Countermeasures; Equipment; Hostile; Shapmhi--------
SNAPMHI---,Rotary Wing Mine Countermeasures N,SNAPMHI--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Mine Countermeasures; Equipment; Neutral; Snapmhi--------
SUAPMHI---,Rotary Wing Mine Countermeasures U,SUAPMHI--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Mine Countermeasures; Equipment; Unknown; Suapmhi--------
SFAPMHR---,Rotary Wing Reconnaissance F,SFAPMHR--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Reconnaissance; Equipment; Friendly; Sfapmhr--------
SHAPMHR---,Rotary Wing Reconnaissance H,SHAPMHR--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Reconnaissance; Equipment; Hostile; Shapmhr--------
SNAPMHR---,Rotary Wing Reconnaissance N,SNAPMHR--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Reconnaissance; Equipment; Neutral; Snapmhr--------
SUAPMHR---,Rotary Wing Reconnaissance U,SUAPMHR--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Reconnaissance; Equipment; Unknown; Suapmhr--------
SFAPMHM---,Rotary Wing Special Operations Forces (SOF) F,SFAPMHM--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Special Operations Forces (SOF); Equipment; Friendly; Sfapmhm--------
SHAPMHM---,Rotary Wing Special Operations Forces (SOF) H,SHAPMHM--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Special Operations Forces (SOF); Equipment; Hostile; Shapmhm--------
SNAPMHM---,Rotary Wing Special Operations Forces (SOF) N,SNAPMHM--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Special Operations Forces (SOF); Equipment; Neutral; Snapmhm--------
SUAPMHM---,Rotary Wing Special Operations Forces (SOF) U,SUAPMHM--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Special Operations Forces (SOF); Equipment; Unknown; Suapmhm--------
SFAPMHK---,Rotary Wing Tanker F,SFAPMHK--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Tanker; Equipment; Friendly; Sfapmhk--------
SHAPMHK---,Rotary Wing Tanker H,SHAPMHK--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Tanker; Equipment; Hostile; Shapmhk--------
SNAPMHK---,Rotary Wing Tanker N,SNAPMHK--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Tanker; Equipment; Neutral; Snapmhk--------
SUAPMHK---,Rotary Wing Tanker U,SUAPMHK--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Tanker; Equipment; Unknown; Suapmhk--------
SFAPMHT---,Rotary Wing Trainer F,SFAPMHT--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Trainer; Equipment; Friendly; Sfapmht--------
SHAPMHT---,Rotary Wing Trainer H,SHAPMHT--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Trainer; Equipment; Hostile; Shapmht--------
SNAPMHT---,Rotary Wing Trainer N,SNAPMHT--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Trainer; Equipment; Neutral; Snapmht--------
SUAPMHT---,Rotary Wing Trainer U,SUAPMHT--------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Trainer; Equipment; Unknown; Suapmht--------
SFAPMHUH--,Rotary Wing Utility Heavy F,SFAPMHUH-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Heavy; Equipment; Friendly; Sfapmhuh-------
SHAPMHUH--,Rotary Wing Utility Heavy H,SHAPMHUH-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Heavy; Equipment; Hostile; Shapmhuh-------
SNAPMHUH--,Rotary Wing Utility Heavy N,SNAPMHUH-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Heavy; Equipment; Neutral; Snapmhuh-------
SUAPMHUH--,Rotary Wing Utility Heavy U,SUAPMHUH-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Heavy; Equipment; Unknown; Suapmhuh-------
SFAPMHUL--,Rotary Wing Utility Light F,SFAPMHUL-------,C2 UEI Air Track.style,Military,P,GCT_Point,Appendix A;  Warfighting Symbols; Air Track; Military; Rotary Wing; Utility; Light; Equipment; Friendly; Sfapmhul-------
